V1	V2
GB47303	GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0006805;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0005783;GO:0006011;GO:0006805;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0002121;GO:0008152;GO:0015020;GO:0016021;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0003851;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0019233;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0015020;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0006011;GO:0008194;GO:0009813;GO:0012505;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0008152;GO:0008194;GO:0009813;GO:0015020;GO:0016021;GO:0016758;GO:0043231;GO:0052696;GO:0008152;GO:0015020;GO:0016021;GO:0043231;GO:0008152;GO:0008194;GO:0009813;GO:0012505;GO:0015020;GO:0016021;GO:0043231;GO:0052696;GO:0052696
GB47304	GO:0005524;GO:0005739;GO:0005829;GO:0006783;GO:0009396;GO:0030272;GO:0032780;GO:0035999;GO:0042030;GO:0046872;GO:0051117;GO:0051117
GB47305	GO:0000003;GO:0000166;GO:0000245;GO:0000381;GO:0000398;GO:0003723;GO:0003729;GO:0005515;GO:0006397;GO:0007283;GO:0007530;GO:0007548;GO:0019101;GO:0019102;GO:0030154;GO:0030237;GO:0036002;GO:0042802;GO:0071011;GO:0071011
GB40901	GO:0003723;GO:0005515;GO:0005847;GO:0006378;GO:0006379;GO:0006398;GO:0022008;GO:0022008
GB47307	GO:0003677;GO:0004003;GO:0004386;GO:0005524;GO:0005634;GO:0006139;GO:0006139
GB47308	GO:0005783;GO:0007029;GO:0007219;GO:0007399;GO:0016021;GO:0046331;GO:0046331
GB47309	GO:0000132;GO:0003677;GO:0005515;GO:0005813;GO:0005819;GO:0005875;GO:0005938;GO:0007058;GO:0007411;GO:0016319;GO:0034454;GO:0040040;GO:0045179;GO:0045180;GO:0051233;GO:0055059;GO:0061689;GO:0061689
GB40909	GO:0003674;GO:0005575;GO:0008150;GO:0035091;GO:0035091
GB40908	GO:0003674;GO:0005509;GO:0005615;GO:0005623;GO:0042052;GO:0045824;GO:0046716;GO:0050829;GO:0050829
GB40309	GO:0005777;GO:0005778;GO:0007031;GO:0007399;GO:0033328;GO:0033328
GB40308	GO:0004857;GO:0005575;GO:0008150;GO:0008150
GB40305	GO:0003954;GO:0005747;GO:0006120;GO:0008137;GO:0048038;GO:0051287;GO:0003954;GO:0005739;GO:0005747;GO:0006120;GO:0008137;GO:0046331;GO:0048038;GO:0048812;GO:0051287;GO:0051287
GB40656	GO:0005643;GO:0005654;GO:0005829;GO:0006607;GO:0007283;GO:0008139;GO:0008565;GO:0005112;GO:0005634;GO:0005643;GO:0005654;GO:0005737;GO:0005829;GO:0006606;GO:0006607;GO:0007095;GO:0008139;GO:0008565;GO:0009411;GO:0010906;GO:0017022;GO:0051533;GO:0005634;GO:0005643;GO:0005654;GO:0005737;GO:0005811;GO:0005829;GO:0005875;GO:0006607;GO:0007291;GO:0007301;GO:0008139;GO:0008565;GO:0019233;GO:0042332;GO:0048542;GO:0051298;GO:0051298
GB40655	GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0016192
GB40654	GO:0000122;GO:0000977;GO:0000981;GO:0001077;GO:0002230;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005719;GO:0005737;GO:0005829;GO:0006955;GO:0006963;GO:0006964;GO:0006967;GO:0006974;GO:0007165;GO:0007249;GO:0008063;GO:0009617;GO:0010628;GO:0019233;GO:0033256;GO:0034097;GO:0034198;GO:0038061;GO:0043565;GO:0045087;GO:0045088;GO:0045089;GO:0045429;GO:0045944;GO:0048813;GO:0048935;GO:0050829;GO:0051607;GO:0061057;GO:2000647;GO:2000647
GB40653	GO:0000027;GO:0002181;GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0022625;GO:0022626;GO:0051298;GO:1902626;GO:1902626
GB40652	GO:0003674;GO:0016021;GO:0016021
GB40303	GO:0000978;GO:0000980;GO:0001078;GO:0001709;GO:0001964;GO:0002121;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005700;GO:0006351;GO:0007298;GO:0007422;GO:0007426;GO:0007476;GO:0008360;GO:0016476;GO:0017053;GO:0030707;GO:0031208;GO:0031987;GO:0035001;GO:0035147;GO:0035151;GO:0040003;GO:0042675;GO:0042682;GO:0042803;GO:0043388;GO:0045467;GO:0045892;GO:0045944;GO:0046843;GO:0046872;GO:0048053;GO:0048626;GO:0048666;GO:0048750;GO:0048813;GO:0048854;GO:0060446;GO:1990841;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0007548;GO:0046660;GO:0048070;GO:0048071;GO:0048085;GO:0048086;GO:0048092;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0005700;GO:0005701;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0019233;GO:0061040;GO:2000736;GO:0003677;GO:0005634;GO:0006357;GO:0003677;GO:0005634;GO:0006357;GO:0003674;GO:0003676;GO:0005575;GO:0008150;GO:0000228;GO:0003682;GO:0005634;GO:0005737;GO:0006357;GO:0007143;GO:0007276;GO:0035041;GO:0043565;GO:0046872;GO:1902275;GO:1902275
GB40302	GO:0004618;GO:0005524;GO:0005737;GO:0006096;GO:0004618;GO:0005524;GO:0006096;GO:0007268;GO:0007520;GO:0007525;GO:0016310;GO:0030018;GO:0031430;GO:0046716;GO:0046716
GB46431	GO:0001732;GO:0002188;GO:0003729;GO:0003743;GO:0005829;GO:0005852;GO:0006413;GO:0006446;GO:0043614;GO:0071540;GO:0071541;GO:0071541
GB46437	GO:0000122;GO:0001103;GO:0005515;GO:0005700;GO:0006325;GO:0006334;GO:0006351;GO:0007517;GO:0016569;GO:0017053;GO:0033186;GO:0035059;GO:0045746;GO:0048024;GO:0048813;GO:0048813
GB50822	GO:0004890;GO:0005261;GO:0005886;GO:0006811;GO:0015276;GO:0016021;GO:0016933;GO:0022851;GO:0030054;GO:0034707;GO:0045211;GO:0005230;GO:0006821;GO:0007268;GO:0009636;GO:0016021;GO:0019182;GO:0019183;GO:0030054;GO:0030534;GO:0043052;GO:0045202;GO:0045472;GO:0002121;GO:0004890;GO:0005886;GO:0006811;GO:0009612;GO:0016021;GO:0022851;GO:0030054;GO:0030424;GO:0030425;GO:0030431;GO:0030594;GO:0034707;GO:0042493;GO:0042749;GO:0045211;GO:0050805;GO:0090328;GO:0004890;GO:0005886;GO:0006811;GO:0016021;GO:0022851;GO:0030054;GO:0034707;GO:0045211;GO:1902711;GO:0005886;GO:0006821;GO:0008068;GO:0016021;GO:0030054;GO:0034707;GO:0045211;GO:0048812;GO:0004890;GO:0005230;GO:0005886;GO:0006811;GO:0016021;GO:0030054;GO:0045202;GO:1902476;GO:0005230;GO:0006821;GO:0016021;GO:0019182;GO:0019183;GO:0030054;GO:0043052;GO:0045202;GO:0045202
GB49510	GO:0004867;GO:0005615;GO:0007610;GO:0030162;GO:0030414;GO:0032504;GO:0045861;GO:0046692;GO:0005576;GO:0006030;GO:0007599;GO:0008061;GO:0035006;GO:0042060;GO:0042381;GO:0042803;GO:0005615;GO:0032504;GO:0003674;GO:0005615;GO:0032504;GO:0005783;GO:0042803;GO:0051260;GO:0005576;GO:0042381;GO:0042803;GO:0042803
GB52541	GO:0000166;GO:0005388;GO:0005524;GO:0005789;GO:0005887;GO:0006812;GO:0006874;GO:0012505;GO:0015662;GO:0016021;GO:0016887;GO:0019829;GO:0043231;GO:0046872;GO:0055085;GO:0055085
GB44158	GO:0003823;GO:0005887;GO:0006909;GO:0007155;GO:0007224;GO:0007411;GO:0007413;GO:0007419;GO:0007422;GO:0008046;GO:0016319;GO:0021551;GO:0030424;GO:0030425;GO:0032490;GO:0042802;GO:0042803;GO:0043005;GO:0043025;GO:0045663;GO:0048598;GO:0048666;GO:0048814;GO:0048846;GO:0050770;GO:0050976;GO:0070593;GO:0004672;GO:0005089;GO:0005515;GO:0005523;GO:0005524;GO:0006468;GO:0007527;GO:0019901;GO:0031430;GO:0035023;GO:0036309;GO:0045214;GO:0004672;GO:0004674;GO:0004687;GO:0005524;GO:0005622;GO:0006468;GO:0006914;GO:0007015;GO:0008360;GO:0010906;GO:0018105;GO:0018107;GO:0032008;GO:0046777;GO:0005887;GO:0007155;GO:0007156;GO:0007399;GO:0042802;GO:0005887;GO:0007155;GO:0042802;GO:0004674;GO:0004683;GO:0004687;GO:0005200;GO:0005524;GO:0005875;GO:0006468;GO:0010906;GO:0030018;GO:0030334;GO:0051015;GO:0051493;GO:0005887;GO:0007156;GO:0042802;GO:0048812;GO:0048812
GB44159	GO:0003823;GO:0005887;GO:0006909;GO:0007155;GO:0007224;GO:0007411;GO:0007413;GO:0007419;GO:0007422;GO:0008046;GO:0016319;GO:0021551;GO:0030424;GO:0030425;GO:0032490;GO:0042802;GO:0042803;GO:0043005;GO:0043025;GO:0045663;GO:0048598;GO:0048666;GO:0048814;GO:0048846;GO:0050770;GO:0050976;GO:0070593;GO:0004672;GO:0005089;GO:0005515;GO:0005523;GO:0005524;GO:0006468;GO:0007527;GO:0019901;GO:0031430;GO:0035023;GO:0036309;GO:0045214;GO:0004672;GO:0004674;GO:0004687;GO:0005524;GO:0005622;GO:0006468;GO:0006914;GO:0007015;GO:0008360;GO:0010906;GO:0018105;GO:0018107;GO:0032008;GO:0046777;GO:0005887;GO:0007155;GO:0007156;GO:0007399;GO:0042802;GO:0005887;GO:0007155;GO:0042802;GO:0004674;GO:0004683;GO:0004687;GO:0005200;GO:0005524;GO:0005875;GO:0006468;GO:0010906;GO:0030018;GO:0030334;GO:0051015;GO:0051493;GO:0005887;GO:0007156;GO:0042802;GO:0048812;GO:0048812
GB44154	GO:0004632;GO:0005829;GO:0007297;GO:0007303;GO:0007476;GO:0015937;GO:0016021;GO:0022416;GO:0030036;GO:0030708;GO:0030713;GO:0046843;GO:0055091;GO:0070328;GO:0070328
GB44156	GO:0000049;GO:0001510;GO:0005634;GO:0005730;GO:0005737;GO:0007614;GO:0016428;GO:0030488;GO:0030488
GB44157	GO:0003823;GO:0005887;GO:0006909;GO:0007155;GO:0007224;GO:0007411;GO:0007413;GO:0007419;GO:0007422;GO:0008046;GO:0016319;GO:0021551;GO:0030424;GO:0030425;GO:0032490;GO:0042802;GO:0042803;GO:0043005;GO:0043025;GO:0045663;GO:0048598;GO:0048666;GO:0048814;GO:0048846;GO:0050770;GO:0050976;GO:0070593;GO:0004672;GO:0005089;GO:0005515;GO:0005523;GO:0005524;GO:0006468;GO:0007527;GO:0019901;GO:0031430;GO:0035023;GO:0036309;GO:0045214;GO:0004672;GO:0004674;GO:0004687;GO:0005524;GO:0005622;GO:0006468;GO:0006914;GO:0007015;GO:0008360;GO:0010906;GO:0018105;GO:0018107;GO:0032008;GO:0046777;GO:0005887;GO:0007155;GO:0007156;GO:0007399;GO:0042802;GO:0005887;GO:0007155;GO:0042802;GO:0004674;GO:0004683;GO:0004687;GO:0005200;GO:0005524;GO:0005875;GO:0006468;GO:0010906;GO:0030018;GO:0030334;GO:0051015;GO:0051493;GO:0005887;GO:0007156;GO:0042802;GO:0048812;GO:0048812
GB44153	GO:0003954;GO:0004129;GO:0005747;GO:0005751;GO:0006120;GO:0008137;GO:0016021;GO:1902600;GO:1902600
GB43106	GO:0005524;GO:0005737;GO:0005829;GO:0019008;GO:0031987;GO:0046872;GO:0050808;GO:0061503;GO:0061504;GO:0071566;GO:0071569;GO:0071569
GB43105	GO:0000278;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0005956;GO:0006468;GO:0007067;GO:0007228;GO:0007310;GO:0007411;GO:0007623;GO:0009267;GO:0016055;GO:0022416;GO:0030177;GO:0031397;GO:0031647;GO:0045475;GO:0045880;GO:0046331;GO:0048749;GO:0060810;GO:0060810
GB43102	GO:0004045;GO:0005762;GO:0016150;GO:0043022;GO:0070126;GO:0072344;GO:0072344
GB43103	GO:0000003;GO:0005215;GO:0005793;GO:0005801;GO:0006810;GO:0016021;GO:0018991;GO:0048042;GO:0048193;GO:0048193
GB43100	GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB48305	GO:0001055;GO:0003677;GO:0003899;GO:0005634;GO:0005665;GO:0005700;GO:0005703;GO:0006366;GO:0007095;GO:0046872;GO:0046872
GB48304	GO:0001731;GO:0003743;GO:0005829;GO:0005850;GO:0005875;GO:0006413;GO:0016199;GO:0016282;GO:0034976;GO:0043614;GO:0046872;GO:0046872
GB48655	GO:0000060;GO:0001654;GO:0001752;GO:0003677;GO:0003700;GO:0003705;GO:0005515;GO:0005634;GO:0005667;GO:0005737;GO:0005829;GO:0006357;GO:0007380;GO:0007383;GO:0007420;GO:0007422;GO:0007432;GO:0007476;GO:0007479;GO:0007480;GO:0007525;GO:0008134;GO:0009954;GO:0010092;GO:0034504;GO:0035282;GO:0035326;GO:0042659;GO:0045664;GO:0045944;GO:0048735;GO:0048749;GO:0060323;GO:0072002;GO:0090098;GO:0090098
GB44485	GO:0003674;GO:0005575;GO:0045475;GO:0072347;GO:0072347
GB48301	GO:0001077;GO:0001558;GO:0001578;GO:0001745;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005737;GO:0005977;GO:0006171;GO:0006355;GO:0006697;GO:0006974;GO:0006979;GO:0007049;GO:0007476;GO:0007520;GO:0007525;GO:0007623;GO:0008285;GO:0008286;GO:0008340;GO:0009267;GO:0009617;GO:0010259;GO:0010506;GO:0010888;GO:0016241;GO:0019216;GO:0030308;GO:0031490;GO:0032925;GO:0034198;GO:0034599;GO:0035206;GO:0036099;GO:0040008;GO:0040014;GO:0040015;GO:0042593;GO:0042594;GO:0043565;GO:0045475;GO:0045792;GO:0045892;GO:0045893;GO:0045944;GO:0046620;GO:0046626;GO:0046627;GO:0048813;GO:1900078;GO:2000130;GO:2000253;GO:2000253
GB48652	GO:0016818;GO:0046872;GO:0016818;GO:0046872;GO:0046872
GB48303	GO:0008299;GO:0014019;GO:0016740;GO:0043066;GO:0098780;GO:0098780
GB54170	GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0045434;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:1902476
GB48309	GO:0016021;GO:0016021
GB48308	GO:0004739;GO:0005739;GO:0006086;GO:0006090;GO:0019233;GO:0045254;GO:0004739;GO:0005739;GO:0006086;GO:0006086
GB48659	GO:0000350;GO:0000384;GO:0000389;GO:0000398;GO:0000974;GO:0003723;GO:0044822;GO:0071011;GO:0071012;GO:0071013;GO:0071014;GO:0071020;GO:0071020
GB48658	GO:0002168;GO:0004872;GO:0005887;GO:0007411;GO:0016324;GO:0016324
GB47933	GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005829;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004180;GO:0004252;GO:0005737;GO:0006508;GO:0042060;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0008236;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:2000331;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0016021;GO:0098595;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0016021;GO:0019233;GO:0048190;GO:0004252;GO:0006508;GO:0022008;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0009620;GO:0048812;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0019233;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0006508
GB47932	GO:0002165;GO:0005737;GO:0007430;GO:0007476;GO:0016246;GO:0022008;GO:0030424;GO:0030425;GO:0035071;GO:0035147;GO:0035155;GO:0048471;GO:0048675;GO:0050768;GO:1904799;GO:1904799
GB47931	GO:0005351;GO:0005355;GO:0005536;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:1904659;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0005351;GO:0005355;GO:0005886;GO:0016021;GO:0022891;GO:0035428;GO:0046323;GO:0046427;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015767;GO:0015768;GO:0015770;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0046323
GB55708	GO:0003954;GO:0005747;GO:0006120;GO:0008137;GO:0016021;GO:0016021
GB55259	GO:0005737;GO:0005925;GO:0007185;GO:0007409;GO:0007411;GO:0019903;GO:0030424;GO:0035591;GO:0035591
GB44371	GO:0000245;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0007268;GO:0035556;GO:0042742;GO:0043679;GO:0048786;GO:0048789;GO:0050684;GO:1990709;GO:0000245;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0007056;GO:0018105;GO:0030717;GO:0035556;GO:0050684;GO:0050684
GB55705	GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0046854;GO:0046855;GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0046854;GO:0046855;GO:0052832;GO:0052833;GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0046854;GO:0046855;GO:0052832;GO:0052833;GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0019233;GO:0046854;GO:0046855;GO:0052832;GO:0052833;GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0046854;GO:0046855;GO:0052832;GO:0052833;GO:0000287;GO:0005737;GO:0006020;GO:0007165;GO:0008934;GO:0016311;GO:0046854;GO:0046855;GO:0052832;GO:0052833;GO:0052833
GB55704	GO:0000055;GO:0000056;GO:0000785;GO:0003682;GO:0005215;GO:0005515;GO:0005635;GO:0005643;GO:0005654;GO:0006406;GO:0006606;GO:0007424;GO:0019730;GO:0022008;GO:0031965;GO:0035147;GO:0046826;GO:0046826
GB55703	GO:0000132;GO:0000776;GO:0000777;GO:0000922;GO:0005813;GO:0005828;GO:0005829;GO:0005869;GO:0005938;GO:0006810;GO:0006886;GO:0007018;GO:0007067;GO:0007093;GO:0007097;GO:0007283;GO:0007294;GO:0007298;GO:0007303;GO:0007312;GO:0007405;GO:0008017;GO:0008088;GO:0008090;GO:0008104;GO:0008298;GO:0010970;GO:0016319;GO:0016358;GO:0019233;GO:0019827;GO:0030234;GO:0030286;GO:0030381;GO:0030424;GO:0030425;GO:0030426;GO:0030473;GO:0030510;GO:0030706;GO:0030716;GO:0030723;GO:0031616;GO:0034501;GO:0042052;GO:0042623;GO:0043025;GO:0043143;GO:0045478;GO:0045494;GO:0045502;GO:0046716;GO:0046843;GO:0047496;GO:0048135;GO:0048142;GO:0048477;GO:0048813;GO:0048814;GO:0050775;GO:0050790;GO:0050965;GO:0051225;GO:0051299;GO:0051383;GO:0051642;GO:0051647;GO:0070840;GO:0072499;GO:1904115;GO:2000574;GO:2000574
GB55701	GO:0004029;GO:0016491;GO:0055114;GO:0055114
GB55700	GO:0005622;GO:0006886;GO:0007614;GO:0007628;GO:0007629;GO:0008536;GO:0016319;GO:0048036;GO:0048036
GB42269	GO:0006508;GO:0008237;GO:0016805;GO:0031225;GO:0046872;GO:0006508;GO:0008235;GO:0008239;GO:0016805;GO:0031225;GO:0046872;GO:0006508;GO:0008237;GO:0016021;GO:0016805;GO:0031225;GO:0046872;GO:0046872
GB51019	GO:0003674;GO:0005575;GO:0005622;GO:0006886;GO:1990126;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB51014	GO:0005509;GO:0005886;GO:0005927;GO:0007498;GO:0019233;GO:0019233
GB47411	GO:0004370;GO:0005739;GO:0005975;GO:0006071;GO:0006641;GO:0046167;GO:0004370;GO:0005739;GO:0006071;GO:0006641;GO:0016301;GO:0016773;GO:0046167;GO:0004370;GO:0005739;GO:0005975;GO:0006071;GO:0006641;GO:0016310;GO:0046167;GO:0046167
GB54258	GO:0005783;GO:0018812;GO:0019899;GO:0030148;GO:0030176;GO:0030497;GO:0042761;GO:0102344;GO:0102345;GO:0102345
GB54259	GO:0004407;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0006342;GO:0006351;GO:0006355;GO:0006476;GO:0008134;GO:0008286;GO:0008340;GO:0016575;GO:0017136;GO:0033558;GO:0035065;GO:0042981;GO:0046872;GO:0048149;GO:0070403;GO:1901416;GO:2000253;GO:0004407;GO:0005634;GO:0005737;GO:0006476;GO:0008270;GO:0008340;GO:0016575;GO:0017136;GO:0048813;GO:0070403;GO:0070403
GB50801	GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0008360;GO:0018105;GO:0040029;GO:0046579;GO:0070374;GO:0000070;GO:0000785;GO:0004672;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0006468;GO:0007052;GO:0007126;GO:0007130;GO:0007143;GO:0008360;GO:0016572;GO:0018105;GO:0018107;GO:0019901;GO:0022008;GO:0030017;GO:0030018;GO:0030261;GO:0030717;GO:0031430;GO:0035184;GO:0036098;GO:0036099;GO:0045214;GO:0046872;GO:0051301;GO:0051321;GO:0060361;GO:0097150;GO:2001020;GO:2001020
GB54252	GO:0000719;GO:0003904;GO:0006281;GO:0000719;GO:0003904;GO:0003904
GB54253	GO:0003015;GO:0005886;GO:0005918;GO:0007391;GO:0007424;GO:0016021;GO:0019991;GO:0035151;GO:0048085;GO:0060857;GO:0061343;GO:0005918;GO:0007424;GO:0016021;GO:0019991;GO:0035002;GO:0035151;GO:0060857;GO:0005918;GO:0005919;GO:0016021;GO:0019991;GO:0035159;GO:0060857;GO:0060857
GB54250	GO:0000980;GO:0001205;GO:0003700;GO:0005634;GO:0007366;GO:0007455;GO:0007494;GO:0008101;GO:0008354;GO:0046872;GO:0046872
